transaction_id,customer_id,customer_name,customer_age,gender,product_id,product_name,product_category,quantity,price,payment_mode,purchase_date,time_of_purchase,status,total_amount
TXN263939,CUST5974,Shanaya Mane,50,Male,P5166,Vegetables,Groceries,3,1431,Cash,2023-11-09,23:32:37,cancelled,4293
TXN284744,CUST2366,Eshani Krishnan,43,Female,P6611,Jeans,Clothing,3,11508,Cash,2023-09-04,11:08:23,delivered,34524
TXN238365,CUST8020,Misha Mand,28,Female,P9636,Chair,Furniture,2,7536,EMI,2023-11-01,09:48:16,delivered,15072
TXN574354,CUST7216,Indrajit Johal,20,Female,P2025,Vegetables,Groceries,4,10740,EMI,2023-09-03,11:18:14,delivered,42960
TXN450688,CUST5235,Madhup Biswas,58,Female,P2402,Tablet,Electronics,1,3472,EMI,2023-03-10,22:32:05,delivered,3472
TXN373865,CUST9078,Navya Wagle,20,Female,P6545,Jacket,Clothing,2,7020,Credit Card,2023-07-15,12:56:10,delivered,14040
TXN478849,CUST5235,Madhup Biswas,58,Female,P1843,Notebook,Books,5,1510,EMI,2023-04-22,07:34:01,returned,7550
TXN351514,CUST5415,Ivana Choudhury,19,Female,P7539,Bed,Furniture,1,2800,Debit Card,2023-05-09,18:56:48,returned,2800
TXN785550,CUST1498,Tejas Gour,19,Female,P2793,Wallet,Accessories,4,11308,Credit Card,2023-06-23,14:55:01,delivered,45232
TXN131853,CUST1687,Dharmajan Bhardwaj,32,Female,P6162,Bed,Furniture,1,1188,Cash,2023-03-10,10:33:13,pending,1188
TXN518051,CUST3096,Shaan Bhandari,19,Female,P5218,Notebook,Books,3,9972,EMI,2023-07-13,00:12:06,cancelled,29916
TXN423912,CUST3811,Shayak Kannan,53,Female,P5669,Sweater,Clothing,5,4640,Debit Card,2023-02-03,00:19:49,delivered,23200
TXN528355,CUST3964,Yakshit Agarwal,39,Female,P9148,Belt,Accessories,5,16565,EMI,2023-12-10,09:14:26,returned,82825
TXN576093,CUST3359,Dhanuk Subramanian,41,Female,P1069,Notebook,Books,3,12489,UPI,2023-05-10,12:44:09,delivered,37467
TXN560963,CUST4441,Nehmat Gaba,59,Male,P9919,Comics,Books,3,10614,UPI,2023-09-10,14:16:50,pending,31842
TXN510513,CUST6198,Samar Srinivasan,42,Female,P5390,Laptop,Electronics,3,5241,Debit Card,2023-04-22,03:19:35,pending,15723
TXN815455,CUST5407,Kaira Din,21,Male,P6150,Sunglasses,Accessories,4,3016,EMI,2023-09-14,16:38:50,cancelled,12064
TXN720478,CUST9479,Nehmat Choudhary,49,Male,P5255,Comics,Books,2,7798,EMI,2023-02-22,20:59:29,delivered,15596
TXN616156,CUST2081,Tushar Chandran,36,Male,P8122,Milk,Groceries,3,13941,Credit Card,2023-04-28,15:38:56,pending,41823
TXN603376,CUST6351,Suhana Johal,40,Male,P6819,Chair,Furniture,1,377,EMI,2023-01-17,00:31:10,delivered,377
TXN378646,CUST3406,Lavanya Sastry,53,Female,P9813,Smartwatch,Electronics,1,1420,EMI,2023-06-24,15:09:24,pending,1420
TXN332487,CUST5692,Lagan Sibal,46,Female,P1567,T-Shirt,Clothing,2,6770,Credit Card,2023-06-14,02:58:01,returned,13540
TXN862632,CUST1795,Prerak Bahri,19,Male,P2994,Milk,Groceries,1,4221,Credit Card,2023-09-18,10:00:43,returned,4221
TXN845693,CUST3192,Gatik Khare,28,Female,P6264,Smartphone,Electronics,4,7828,Credit Card,2023-10-02,16:39:35,returned,31312
TXN944163,CUST7801,Drishya Mane,20,Male,P9784,Smartwatch,Electronics,5,13125,Credit Card,2023-12-13,14:43:57,pending,65625
TXN130868,CUST5569,Seher Hegde,46,Female,P3836,Smartphone,Electronics,5,6265,Credit Card,2023-06-24,15:52:45,pending,31325
TXN909029,CUST6180,Umang Mangal,56,Male,P5197,Novel,Books,1,567,Credit Card,2023-02-05,08:38:23,returned,567
TXN520722,CUST1826,Bhamini Rajagopalan,46,Male,P9316,Wardrobe,Furniture,5,17595,Debit Card,2023-02-15,15:54:38,returned,87975
TXN961845,CUST5105,Arnav Krishnan,58,Female,P5542,Milk,Groceries,5,16015,Cash,2023-01-18,04:01:42,returned,80075
TXN831450,CUST9205,Mahika Dhawan,50,Female,P9421,Bed,Furniture,3,1077,Credit Card,2023-11-27,13:06:51,delivered,3231
TXN118813,CUST5157,Lakshay Kumer,34,Female,P5733,Smartphone,Electronics,2,7354,Credit Card,2023-10-21,22:35:49,returned,14708
TXN826465,CUST1392,Rohan Bala,56,Female,P2813,Handbag,Accessories,3,1995,Credit Card,2023-06-04,18:45:19,returned,5985
TXN255498,CUST4441,Nehmat Gaba,59,Male,P9436,Sofa,Furniture,3,747,EMI,2023-10-20,12:44:18,cancelled,2241
TXN425646,CUST6351,Suhana Johal,40,Male,P5815,Smartwatch,Electronics,4,6904,Cash,2023-06-30,02:12:57,returned,27616
TXN400353,CUST9741,Armaan Chahal,30,Male,P8134,Sweater,Clothing,2,4678,Debit Card,2023-02-09,11:52:15,delivered,9356
TXN861214,CUST9993,Heer Bhatia,47,Female,P9848,Bed,Furniture,3,10122,Credit Card,2023-07-19,00:19:48,cancelled,30366
TXN234724,CUST6214,Kiaan Hari,43,Male,P5790,Sweater,Clothing,4,11200,Credit Card,2023-09-19,16:51:29,cancelled,44800
TXN344279,CUST7922,Sara Shanker,31,Male,P8887,Sofa,Furniture,5,24585,Credit Card,2023-03-12,05:05:55,delivered,122925
TXN468168,CUST2949,Himmat Rastogi,36,Male,P7793,Wallet,Accessories,1,3903,EMI,2023-02-17,11:16:05,returned,3903
TXN496103,CUST5750,Uthkarsh Ramaswamy,25,Female,P7372,Notebook,Books,5,12600,Credit Card,2023-04-27,04:01:27,returned,63000
TXN489912,CUST5101,Kartik Khatri,22,Female,P2655,Laptop,Electronics,3,11004,EMI,2023-09-19,01:27:47,cancelled,33012
TXN858033,CUST3096,Shaan Bhandari,19,Female,P6263,Textbook,Books,4,10660,Credit Card,2023-06-29,07:18:32,pending,42640
TXN102177,CUST8715,Khushi Mahajan,41,Female,P7642,Milk,Groceries,2,4730,Credit Card,2023-08-28,05:54:44,pending,9460
TXN623005,CUST8408,Shanaya Basak,23,Male,P4053,Notebook,Books,1,3312,Cash,2023-11-02,20:17:36,delivered,3312
TXN822964,CUST3880,Parinaaz Subramanian,33,Male,P3851,Jeans,Clothing,4,8664,Credit Card,2023-07-23,17:09:40,pending,34656
TXN314130,CUST7920,Ayesha Bassi,51,Male,P5378,Handbag,Accessories,4,3084,EMI,2023-11-08,07:10:14,returned,12336
TXN717302,CUST6834,Tanya Trivedi,50,Female,P5100,Chair,Furniture,4,10428,EMI,2023-12-19,11:14:32,delivered,41712
TXN869463,CUST7805,Heer Bhat,25,Male,P5413,Jacket,Clothing,3,13578,EMI,2023-02-16,18:22:01,pending,40734
TXN668679,CUST6582,Devansh Khosla,57,Female,P8411,Magazine,Books,4,5620,UPI,2023-07-27,19:13:26,delivered,22480
TXN543813,CUST5235,Madhup Biswas,58,Female,P4031,Watch,Accessories,3,4680,Cash,2023-08-27,21:24:02,returned,14040
TXN630186,CUST2698,Ishita Chander,45,Female,P5808,Novel,Books,2,6408,Credit Card,2023-10-31,15:56:13,pending,12816
TXN949064,CUST9245,Aarna Sibal,57,Female,P9349,Vegetables,Groceries,3,9141,Credit Card,2023-06-07,11:18:41,delivered,27423
TXN482898,CUST8789,Amira Vora,22,Female,P7217,Jacket,Clothing,4,10844,EMI,2023-05-14,22:53:55,returned,43376
TXN660232,CUST4431,Miraya Choudhary,54,Female,P7419,Smartphone,Electronics,5,4855,Cash,2023-08-06,23:19:22,returned,24275
TXN505748,CUST1990,Aaina Sangha,19,Female,P4103,Notebook,Books,4,10084,UPI,2023-06-27,23:35:17,delivered,40336
TXN941147,CUST5616,Emir Swaminathan,18,Female,P4731,Sweater,Clothing,1,1767,Cash,2023-01-02,11:09:46,returned,1767
TXN881175,CUST1137,Saira Kaul,41,Female,P8202,Smartwatch,Electronics,3,8877,Cash,2023-02-19,00:37:30,delivered,26631
TXN498474,CUST6833,Aaina Sachdev,57,Female,P4630,Jeans,Clothing,3,9810,Credit Card,2023-04-15,17:48:08,returned,29430
TXN958936,CUST1534,Manjari Sachar,51,Female,P2174,Wardrobe,Furniture,2,6640,Cash,2023-04-15,16:46:15,pending,13280
TXN376471,CUST6458,Ayesha Brahmbhatt,21,Male,P3325,Wallet,Accessories,1,1047,Credit Card,2023-01-17,13:06:44,pending,1047
TXN115858,CUST6946,Inaaya  Rege,29,Female,P6040,Sofa,Furniture,5,6930,Credit Card,2023-11-02,01:48:16,returned,34650
TXN918651,CUST2242,Ishaan Dey,46,Female,P6893,Magazine,Books,3,9420,UPI,2023-07-28,20:46:44,returned,28260
TXN999074,CUST5353,Dishani Thakur,52,Male,P6208,Handbag,Accessories,5,12650,UPI,2023-01-12,01:42:23,delivered,63250
TXN635103,CUST9078,Navya Wagle,20,Female,P5242,Shirt,Clothing,5,5560,Credit Card,2023-09-16,21:52:06,pending,27800
TXN634805,CUST1985,Rhea Manda,45,Female,P3902,Laptop,Electronics,3,14658,Credit Card,2023-12-26,23:42:17,delivered,43974
TXN286517,CUST8308,Veer Saha,48,Female,P8566,Sofa,Furniture,1,2725,Credit Card,2023-04-30,00:58:12,cancelled,2725
TXN500581,CUST4747,Krish Srinivasan,23,Male,P1511,Sunglasses,Accessories,1,3428,UPI,2023-01-30,02:18:17,pending,3428
TXN543658,CUST2442,Trisha Sarma,38,Female,P7548,Bed,Furniture,2,5960,Credit Card,2023-11-07,10:27:46,delivered,11920
TXN425961,CUST7053,Badal Koshy,32,Male,P4671,Smartphone,Electronics,4,18100,Credit Card,2023-11-28,21:21:13,delivered,72400
TXN775036,CUST3260,Aaryahi Bandi,45,Female,P4748,Bed,Furniture,3,11109,Credit Card,2023-06-01,19:07:29,pending,33327
TXN202417,CUST6209,Kashvi Saha,49,Female,P2575,Watch,Accessories,3,3495,Credit Card,2023-05-30,11:39:28,pending,10485
TXN745077,CUST1214,Nehmat Batta,39,Male,P2344,Vegetables,Groceries,3,9849,EMI,2023-06-27,06:38:13,delivered,29547
TXN866091,CUST5905,Vidur Kadakia,31,Female,P8457,Milk,Groceries,1,1784,Debit Card,2023-02-19,19:41:37,delivered,1784
TXN915571,CUST6422,Indrans Sane,52,Male,P5455,Wallet,Accessories,4,18504,Cash,2023-09-01,18:21:56,pending,74016
TXN583746,CUST7325,Zain Chandra,24,Female,P1379,Headphones,Electronics,5,2730,Debit Card,2023-07-22,17:10:52,delivered,13650
TXN637189,CUST2458,Abram Tiwari,57,Female,P4427,T-Shirt,Clothing,3,7545,Debit Card,2023-08-04,18:17:56,delivered,22635
TXN702931,CUST8052,Riaan Chakrabarti,24,Female,P9500,Bed,Furniture,3,4398,UPI,2023-03-19,15:51:46,cancelled,13194
TXN370679,CUST3707,Zain Randhawa,57,Female,P8095,Belt,Accessories,5,20920,Cash,2023-02-09,06:23:58,cancelled,104600
TXN136927,CUST2129,Trisha Shah,47,Female,P6532,Headphones,Electronics,1,2651,Debit Card,2023-01-01,03:10:15,returned,2651
TXN294775,CUST5456,Nirvaan Char,41,Male,P2947,Jeans,Clothing,4,6564,Debit Card,2023-11-21,18:41:16,pending,26256
TXN832909,CUST1985,Rhea Manda,45,Female,P3928,Milk,Groceries,4,17592,Credit Card,2023-09-09,07:22:54,delivered,70368
TXN884371,CUST5494,Kartik Zacharia,39,Female,P3994,Vegetables,Groceries,3,14049,Credit Card,2023-12-01,17:47:30,pending,42147
TXN863899,CUST5648,Veer Ravel,58,Female,P6360,Watch,Accessories,4,1484,Debit Card,2023-05-24,01:35:02,returned,5936
TXN274437,CUST2976,Ranbir Kale,39,Female,P8389,Sunglasses,Accessories,4,9716,EMI,2023-06-28,21:04:14,pending,38864
TXN229370,CUST2469,Tushar Subramanian,30,Female,P9712,T-Shirt,Clothing,3,6822,UPI,2023-08-16,01:04:10,returned,20466
TXN124253,CUST7053,Badal Koshy,32,Male,P5156,Dining Table,Furniture,3,14181,Credit Card,2023-04-10,18:56:33,delivered,42543
TXN534000,CUST3218,Bhamini Gopal,44,Female,P3194,Shirt,Clothing,2,2620,EMI,2023-11-16,19:49:52,pending,5240
TXN780472,CUST5198,Samaira Chakraborty,32,Female,P3944,T-Shirt,Clothing,2,2188,Credit Card,2023-09-25,14:31:47,cancelled,4376
TXN158335,CUST6677,Advik Mander,49,Female,P3801,Wheat,Groceries,5,2790,EMI,2023-02-07,16:05:13,cancelled,13950
TXN406062,CUST9925,Yuvaan Setty,46,Female,P1531,Headphones,Electronics,3,4659,Credit Card,2023-02-07,04:57:40,pending,13977
TXN690070,CUST3255,Saanvi Toor,18,Male,P9250,Wheat,Groceries,5,22060,Credit Card,2023-10-25,09:05:36,delivered,110300
TXN179224,CUST5990,Divij Mahal,22,Female,P6606,Wallet,Accessories,3,12099,Credit Card,2023-07-18,03:56:23,pending,36297
TXN214938,CUST5692,Lagan Sibal,46,Female,P8196,Bed,Furniture,5,555,UPI,2023-08-14,21:33:50,delivered,2775
TXN526299,CUST7920,Ayesha Bassi,51,Male,P6743,Laptop,Electronics,3,14055,Cash,2023-05-30,15:48:35,pending,42165
TXN297730,CUST1716,Jhanvi D’Alia,38,Female,P5145,Chair,Furniture,5,22665,UPI,2023-12-09,05:01:09,cancelled,113325
TXN163541,CUST4858,Jayant Salvi,34,Female,P2673,Vegetables,Groceries,5,18630,Debit Card,2023-01-26,15:16:53,returned,93150
TXN549170,CUST3373,Kiaan Sood,44,Female,P5604,Comics,Books,5,17980,EMI,2023-05-13,06:14:00,pending,89900
TXN211716,CUST3602,Anahita Vala,24,Female,P7436,Smartphone,Electronics,3,13611,Debit Card,2024-01-01,21:52:37,pending,40833
TXN451193,CUST9453,Mishti Gill,35,Female,P7586,Jeans,Clothing,2,8026,Debit Card,2023-06-05,17:49:47,delivered,16052
TXN800282,CUST2363,Inaaya  Zachariah,41,Female,P2375,Rice,Groceries,4,3480,Credit Card,2023-07-07,12:58:54,delivered,13920
TXN675959,CUST8020,Misha Mand,28,Female,P2490,Tablet,Electronics,5,10195,Credit Card,2023-01-08,18:45:39,pending,50975
TXN839797,CUST6758,Ayesha Sant,56,Female,P8487,Wheat,Groceries,1,4653,Cash,2023-02-24,06:29:31,delivered,4653
TXN751056,CUST3723,Anahita Dara,41,Female,P7634,Sofa,Furniture,1,2613,Cash,2023-12-19,21:48:31,pending,2613
TXN497677,CUST5252,Darshit Mann,57,Female,P7967,Jeans,Clothing,4,19660,Cash,2023-03-05,08:39:36,cancelled,78640
TXN780679,CUST5905,Vidur Kadakia,31,Female,P9122,Belt,Accessories,5,11455,Debit Card,2023-03-26,14:42:55,returned,57275
TXN112023,CUST4747,Krish Srinivasan,23,Male,P9386,Sunglasses,Accessories,3,11415,Credit Card,2023-06-06,16:52:06,cancelled,34245
TXN396910,CUST3454,Aradhya Chandra,41,Male,P3222,Vegetables,Groceries,5,7760,Credit Card,2023-04-11,22:27:30,delivered,38800
TXN180691,CUST2909,Rati Kamdar,33,Male,P7528,Belt,Accessories,4,18560,Credit Card,2023-05-16,01:00:24,pending,74240
TXN684523,CUST7801,Drishya Mane,20,Male,P9360,Shirt,Clothing,1,1210,Debit Card,2023-05-04,19:24:20,pending,1210
TXN899950,CUST3860,Uthkarsh Dave,18,Male,P3866,Magazine,Books,2,9748,Cash,2023-05-03,18:15:36,pending,19496
TXN928044,CUST5126,Khushi Devan,53,Female,P4524,T-Shirt,Clothing,4,14788,Credit Card,2023-10-07,06:22:12,returned,59152
TXN181275,CUST5097,Nitya Sahota,48,Female,P9055,Wheat,Groceries,5,24905,Cash,2023-12-31,00:15:51,pending,124525
TXN775886,CUST2867,Renee Biswas,29,Female,P2377,Laptop,Electronics,5,2685,UPI,2023-07-31,18:39:02,pending,13425
TXN379058,CUST8308,Veer Saha,48,Female,P9541,Sofa,Furniture,1,446,Debit Card,2023-07-12,12:32:31,delivered,446
TXN586189,CUST6180,Umang Mangal,56,Male,P3540,Tablet,Electronics,1,1396,Credit Card,2023-08-15,20:31:46,pending,1396
TXN555829,CUST4926,Anya Rama,58,Male,P1943,Headphones,Electronics,2,5108,Cash,2023-04-20,15:10:03,pending,10216
TXN675081,CUST9133,Kismat Sachdeva,60,Female,P5678,Jeans,Clothing,5,7520,Credit Card,2023-07-15,12:18:29,pending,37600
TXN973154,CUST8831,Shlok Dhingra,35,Female,P5704,Novel,Books,1,3697,Credit Card,2023-03-11,17:27:32,cancelled,3697
TXN600925,CUST6860,Taimur Viswanathan,20,Male,P1240,T-Shirt,Clothing,5,10090,Credit Card,2023-01-08,11:16:04,pending,50450
TXN233784,CUST6009,Arhaan Choudhary,48,Female,P5018,Headphones,Electronics,1,430,Cash,2023-01-09,06:21:58,delivered,430
TXN767491,CUST8348,Vedika Ben,29,Female,P1431,Headphones,Electronics,3,10329,EMI,2023-01-02,15:10:30,pending,30987
TXN937187,CUST3602,Anahita Vala,24,Female,P7319,Sunglasses,Accessories,1,4961,Credit Card,2023-09-20,00:42:16,pending,4961
TXN765949,CUST3890,Shalv Sen,56,Female,P8899,Dining Table,Furniture,4,11068,Credit Card,2023-08-14,01:40:13,pending,44272
TXN676768,CUST5215,Samaira Sarma,24,Female,P1337,Notebook,Books,3,8760,Credit Card,2023-05-12,21:08:40,returned,26280
TXN566231,CUST7920,Ayesha Bassi,51,Male,P1080,Chair,Furniture,5,2310,Cash,2023-01-31,13:40:17,cancelled,11550
TXN927210,CUST9484,Yashvi Uppal,27,Male,P7659,Smartwatch,Electronics,4,5712,UPI,2023-01-23,21:58:57,pending,22848
TXN322146,CUST9903,Baiju Sen,54,Male,P6544,Vegetables,Groceries,4,3484,EMI,2023-08-20,07:49:22,returned,13936
TXN884623,CUST6860,Taimur Viswanathan,20,Male,P8213,Comics,Books,1,3797,UPI,2023-11-04,14:31:37,returned,3797
TXN254111,CUST8315,Indrajit Shanker,39,Male,P8318,Novel,Books,2,1152,Cash,2023-07-30,10:52:23,delivered,2304
TXN360505,CUST3434,Nitara Chana,50,Female,P1366,Jeans,Clothing,5,13585,UPI,2023-07-20,04:37:05,returned,67925
TXN518223,CUST6209,Kashvi Saha,49,Female,P4116,Belt,Accessories,5,8305,EMI,2023-06-30,22:07:16,returned,41525
TXN495414,CUST6422,Indrans Sane,52,Male,P3429,Laptop,Electronics,1,1406,UPI,2023-04-05,16:25:13,returned,1406
TXN284666,CUST7254,Madhav Kannan,41,Male,P1239,Watch,Accessories,1,4687,Debit Card,2023-04-10,18:14:22,returned,4687
TXN403746,CUST3014,Divyansh Guha,23,Female,P3372,Comics,Books,3,14151,Cash,2023-05-06,05:08:18,cancelled,42453
TXN618951,CUST9484,Yashvi Uppal,27,Male,P3106,Bed,Furniture,5,17055,Cash,2023-05-28,00:19:41,returned,85275
TXN614457,CUST6677,Advik Mander,49,Female,P9115,Laptop,Electronics,2,1464,Credit Card,2023-02-15,06:38:17,returned,2928
TXN618655,CUST5456,Nirvaan Char,41,Male,P6698,Handbag,Accessories,2,6138,EMI,2023-10-14,00:03:08,pending,12276
TXN692787,CUST6454,Nakul Dar,48,Female,P4052,Wheat,Groceries,4,18564,Cash,2023-08-07,10:00:35,delivered,74256
TXN139687,CUST6373,Shaan Sha,26,Female,P8404,Smartphone,Electronics,4,14588,UPI,2023-07-07,09:07:55,cancelled,58352
TXN791218,CUST6771,Reyansh Swamy,31,Male,P1524,Dining Table,Furniture,2,3114,UPI,2023-12-30,02:23:08,cancelled,6228
TXN257833,CUST1514,Prerak Tiwari,20,Female,P3060,Novel,Books,1,3162,Credit Card,2023-10-01,00:01:22,delivered,3162
TXN928696,CUST9244,Yuvaan Gupta,58,Male,P2568,Fruits,Groceries,2,666,EMI,2023-03-28,21:35:47,delivered,1332
TXN558040,CUST5126,Khushi Devan,53,Female,P5750,Wheat,Groceries,4,16836,EMI,2023-11-16,23:47:42,cancelled,67344
TXN515425,CUST5569,Seher Hegde,46,Female,P2186,Laptop,Electronics,2,2100,UPI,2023-02-14,04:14:00,returned,4200
TXN318614,CUST6937,Jayan Vora,54,Female,P5186,Milk,Groceries,1,377,Credit Card,2023-03-07,13:02:36,pending,377
TXN452256,CUST6214,Kiaan Hari,43,Male,P3693,Belt,Accessories,4,9720,Credit Card,2023-11-11,19:08:44,pending,38880
TXN265538,CUST3119,Zain Sura,34,Female,P6759,Novel,Books,1,239,Credit Card,2023-02-20,00:51:59,returned,239
TXN314180,CUST7277,Onkar Sachdeva,37,Male,P9880,Smartphone,Electronics,1,3814,UPI,2023-07-30,17:48:47,cancelled,3814
TXN194279,CUST7979,Hrishita Hora,47,Female,P6444,Vegetables,Groceries,4,19284,Cash,2023-04-21,23:13:50,cancelled,77136
TXN342128,CUST1214,Nehmat Batta,39,Male,P1286,Sweater,Clothing,3,1284,Cash,2023-08-24,20:05:11,returned,3852
TXN528961,CUST9245,Aarna Sibal,57,Female,P8275,Bed,Furniture,4,13428,Credit Card,2023-11-07,18:44:56,delivered,53712
TXN180036,CUST1937,Rania Varghese,24,Female,P8731,Smartwatch,Electronics,5,3485,Credit Card,2023-05-06,04:00:23,pending,17425
TXN258677,CUST4431,Miraya Choudhary,54,Female,P1377,Watch,Accessories,4,15696,Credit Card,2023-01-07,02:05:32,cancelled,62784
TXN323575,CUST1818,Kismat Kamdar,52,Male,P6568,Sunglasses,Accessories,3,8580,UPI,2023-01-24,07:11:33,cancelled,25740
TXN614269,CUST3522,Jhanvi Bir,54,Female,P9445,Bed,Furniture,5,17945,Credit Card,2023-06-11,00:06:06,delivered,89725
TXN186403,CUST3882,Pari Ravel,59,Female,P5498,Sunglasses,Accessories,5,9230,Credit Card,2023-07-13,05:09:11,cancelled,46150
TXN713879,CUST2300,Jiya Sahota,34,Male,P8036,Milk,Groceries,1,1081,EMI,2023-12-17,12:07:10,pending,1081
TXN778954,CUST4330,Dharmajan Kakar,19,Male,P2017,Jacket,Clothing,1,318,EMI,2023-09-30,10:42:16,pending,318
TXN322612,CUST2469,Tushar Subramanian,30,Female,P8282,Wallet,Accessories,4,7812,Cash,2023-03-26,15:26:40,delivered,31248
TXN696680,CUST1392,Rohan Bala,56,Female,P3065,Wallet,Accessories,1,3248,EMI,2023-07-31,17:11:10,cancelled,3248
TXN437287,CUST4817,Shlok Cheema,50,Male,P9056,Sofa,Furniture,5,11905,Cash,2023-02-27,18:13:09,delivered,59525
TXN979524,CUST3800,Aarav Sur,29,Female,P3482,Bed,Furniture,2,7580,Credit Card,2023-07-24,05:17:18,cancelled,15160
TXN345475,CUST1394,Jayesh Brar,30,Female,P7841,Notebook,Books,1,3074,EMI,2023-09-03,21:15:55,delivered,3074
TXN496446,CUST5750,Uthkarsh Ramaswamy,25,Female,P8030,Textbook,Books,5,7690,EMI,2023-01-05,09:20:39,cancelled,38450
TXN238017,CUST5616,Emir Swaminathan,18,Female,P9739,Notebook,Books,5,21785,Credit Card,2023-02-10,16:19:55,returned,108925
TXN705007,CUST8501,Anay Borde,59,Female,P8961,Jacket,Clothing,5,8885,Debit Card,2023-04-26,11:13:40,returned,44425
TXN565727,CUST7489,Adira Yadav,44,Female,P8527,Notebook,Books,4,16252,Cash,2023-03-18,14:36:07,cancelled,65008
TXN391585,CUST2366,Eshani Krishnan,43,Female,P3087,Fruits,Groceries,3,4389,Cash,2023-02-24,14:51:00,returned,13167
TXN683982,CUST1937,Rania Varghese,24,Female,P4479,Wardrobe,Furniture,3,10518,EMI,2023-01-30,19:41:01,cancelled,31554
TXN478224,CUST2042,Veer Aurora,27,Female,P3787,Fruits,Groceries,2,8422,Debit Card,2023-10-13,01:57:28,returned,16844
TXN679667,CUST1687,Dharmajan Bhardwaj,32,Female,P2324,Belt,Accessories,2,6332,Credit Card,2023-06-28,08:27:26,pending,12664
TXN278834,CUST2304,Saira Dayal,45,Female,P2375,Vegetables,Groceries,1,2620,Credit Card,2023-06-19,08:49:02,delivered,2620
TXN473426,CUST3260,Aaryahi Bandi,45,Female,P9647,Smartwatch,Electronics,5,5510,Credit Card,2023-05-06,09:22:01,delivered,27550
TXN450429,CUST1383,Zoya Bhardwaj,36,Male,P4009,T-Shirt,Clothing,4,12028,Cash,2023-03-02,03:56:02,delivered,48112
TXN349000,CUST6487,Aayush Hayer,37,Female,P5339,Wallet,Accessories,2,682,UPI,2023-06-12,07:44:01,pending,1364
TXN923081,CUST5378,Manjari Raj,25,Male,P3479,Tablet,Electronics,4,7472,Credit Card,2023-02-18,04:59:21,pending,29888
TXN835365,CUST8488,Aaina Yogi,32,Male,P2154,Magazine,Books,2,4730,Credit Card,2023-01-17,19:27:57,delivered,9460
TXN279408,CUST4441,Nehmat Gaba,59,Male,P7008,Magazine,Books,5,12755,Debit Card,2023-04-22,03:46:20,pending,63775
TXN413663,CUST3707,Zain Randhawa,57,Female,P6740,Notebook,Books,4,2276,Cash,2023-12-09,07:12:40,delivered,9104
TXN212654,CUST5436,Samaira Subramaniam,26,Female,P6427,T-Shirt,Clothing,5,19010,EMI,2023-12-25,05:10:48,cancelled,95050
TXN971414,CUST4858,Jayant Salvi,34,Female,P7548,Vegetables,Groceries,1,4656,Credit Card,2023-12-18,11:00:05,pending,4656
TXN966502,CUST7879,Sana Mahal,44,Male,P2288,Wheat,Groceries,2,6012,Credit Card,2023-09-16,16:25:58,returned,12024
TXN848781,CUST1176,Kartik Chakraborty,39,Male,P4949,Handbag,Accessories,1,226,Credit Card,2023-05-18,10:39:53,delivered,226
TXN245736,CUST1928,Mehul Brar,25,Male,P7442,Wallet,Accessories,1,3662,Credit Card,2023-04-10,12:00:18,cancelled,3662
TXN465438,CUST7367,Anaya Talwar,51,Male,P1770,Sunglasses,Accessories,5,21980,Cash,2023-05-19,19:11:57,cancelled,109900
TXN804266,CUST1442,Adira Desai,24,Female,P9144,Rice,Groceries,4,5400,Debit Card,2023-07-31,16:52:35,returned,21600
TXN539308,CUST4895,Shaan Wali,47,Male,P4430,Sweater,Clothing,1,1877,UPI,2023-08-05,12:50:42,cancelled,1877
TXN965428,CUST1799,Damini Bhalla,38,Male,P4692,Sofa,Furniture,1,162,Cash,2023-09-12,02:35:57,returned,162
TXN886726,CUST4481,Dhanush Bhakta,41,Female,P8464,Sofa,Furniture,5,21410,UPI,2023-08-29,08:16:22,pending,107050
TXN841147,CUST6834,Tanya Trivedi,50,Female,P6038,Watch,Accessories,3,12366,Credit Card,2023-01-11,14:57:18,pending,37098
TXN377135,CUST6209,Kashvi Saha,49,Female,P5512,Milk,Groceries,5,13640,Credit Card,2023-04-18,12:11:14,delivered,68200
TXN665908,CUST3291,Mannat Contractor,33,Male,P5021,Belt,Accessories,1,3991,Credit Card,2023-01-17,05:51:33,returned,3991
TXN689683,CUST9620,Yuvaan Sastry,34,Male,P7823,Sweater,Clothing,3,14331,Debit Card,2023-10-09,06:19:09,cancelled,42993
TXN941313,CUST2731,Arhaan Chakrabarti,37,Male,P8639,Fruits,Groceries,4,4664,Credit Card,2023-10-14,23:01:42,pending,18656
TXN108019,CUST6860,Taimur Viswanathan,20,Male,P3378,Bed,Furniture,1,2303,Credit Card,2023-01-23,06:02:30,cancelled,2303
TXN328817,CUST7843,Mehul Saraf,24,Female,P6364,Notebook,Books,3,7044,UPI,2023-03-04,18:02:22,returned,21132
TXN123487,CUST2366,Eshani Krishnan,43,Female,P5194,Belt,Accessories,1,338,Credit Card,2023-04-06,10:14:54,pending,338
TXN407524,CUST5097,Nitya Sahota,48,Female,P3032,T-Shirt,Clothing,2,3312,Debit Card,2023-01-02,22:14:15,cancelled,6624
TXN786822,CUST9950,Manikya Rastogi,56,Female,P7197,Jeans,Clothing,5,10240,Credit Card,2023-03-13,02:41:13,returned,51200
TXN267939,CUST7981,Amira Kala,28,Male,P4961,Smartphone,Electronics,5,6440,Cash,2023-12-29,20:12:49,cancelled,32200
